smiles,u0
CC(C)NC(C#C)C#N,-382.033586
CC(C)NC(C#N)C#N,-398.137151
CC(C)OC(C#C)C#C,-385.807257
CC(C)OC(C#C)C#N,-401.911678
CC(C)OC(C#N)C#N,-418.014025
CC([NH3+])C[C-](C#N)C#N,-398.151155
CC(O)CC(C#C)C#C,-385.816063
CC(O)CC(C#C)C#N,-401.926513
CN(C)CC(C#C)C#N,-382.026621
CC(C)CC(C)(C)C#C,-352.337483
CC(C)CC(C)(C)C#N,-368.447403
CC(C)CC(C)(N)C#N,-384.492053
CC(C)CC(C)(O)C#C,-388.264868
CC(C)CC(C)(O)C#N,-404.372393
CC(C)NC(C)(C)C#N,-384.486423
CC(C)OC(C)(C)C#C,-388.258666
CC(C)OC(C)(C)C#N,-404.366524
CC(O)CC(C)(C)C#C,-388.262258
CC(O)CC(C)(C)C#N,-404.37157
CC(O)CC(C)(N)C#N,-420.418703
CC(O)CC(C)(O)C#C,-424.193703
CC(O)CC(C)(O)C#N,-440.302489
CN(C)CC(C)(N)C#N,-400.522516
CN(C)CC(C)(O)C#N,-420.402951
CC(C)CC(C)(C)C=O,-389.518305
CC(C)CC(C)(O)C=O,-425.444062
CC(C)OC(C)(C)C=O,-425.44243
CC(O)CC(C)(C)C=O,-425.449283
CC(O)CC(C)(O)C=O,-461.378075
CC(C)CC(C)C(C)=O,-389.528741
CC(C)CC(C)C(N)=O,-405.6015
CC(C)CC([NH3+])C([O-])=O,-441.530683
CC(C)CC(O)C(C)=O,-425.460345
CC(C)CC(O)C(N)=O,-441.532334
CC(C)CN(C)C(=O)C,-405.591668
CC(C)CN(C)C(=O)N,-421.654422
CC(C)[NH2+]C(C)C([O-])=O,-441.528596
CC(C)OC(C)C(C)=O,-425.453566
CC(C)OC(C)C(N)=O,-441.521947
CC(C[NH+](C)C)C([O-])=O,-441.448746
CC([NH3+])CC(C)C([O-])=O,-441.531706
CC([NH3+])CC(O)C([O-])=O,-477.464665
CC(O)CC(C)C(C)=O,-425.45837
CC(O)CC(C)C(N)=O,-441.532607
CC(O)CC([NH3+])C([O-])=O,-477.460276
CC(O)CC(O)C(C)=O,-461.391097
CC(O)CC(O)C(N)=O,-477.4632
CC(O)CN(C)C(C)=O,-441.519064
CC(O)CN(C)C(N)=O,-457.580732
C[NH+](C)CC(N)C([O-])=O,-457.562925
C[NH+](C)CC(O)C([O-])=O,-477.412763
CC(C)CC(C)C(C)C,-354.778376
CC(C)CC(C)C(C)O,-390.70719
CC(C)CC(O)C(C)C,-390.709023
CC(C)CC(O)C(C)O,-426.639045
CC(C)OC(C)C(C)C,-390.707835
CC(C)OC(C)C(C)O,-426.6344
CC(O)CC(C)C(C)C,-390.704424
CC(O)CC(C)C(C)O,-426.634836
CC(O)CC(O)C(C)C,-426.640341
CC(O)CC(O)C(C)O,-462.570385
CC(C)CC(C)C1CC1,-353.558447
CC(C)CC(C)C1CO1,-389.480055
CC(C)CC(C)N1CC1,-369.594136
CC(C)CC(O)C1CC1,-389.485837
CC(C)CC(O)C1CN1,-405.525819
CC(C)CC(O)C1CO1,-425.411352
CC(C)OC(C)C1CC1,-389.483701
CC(C)OC(C)C1CN1,-405.525049
CC(C)OC(C)C1CO1,-425.407384
CC(O)CC(C)C1CC1,-389.486596
CC(O)CC(C)C1CO1,-425.407446
CC(O)CC(C)N1CC1,-405.522733
CC(O)CC(O)C1CC1,-425.417055
CC(O)CC(O)C1CN1,-441.459626
CC(O)CC(O)C1CO1,-461.341931
CC(C)CC(C)CC#C,-352.33971
CC(C)CC(C)CC#N,-368.448932
CC(C)CC(O)CC#C,-388.265151
CC(C)CC(O)CC#N,-404.37372
CC(C)CN(C)CC#N,-384.476441
CC(C)OC(C)CC#C,-388.264391
CC(C)OC(C)CC#N,-404.373884
CC(O)CC(C)CC#C,-388.266604
CC(O)CC(C)CC#N,-404.375921
CC(O)CC(O)CC#C,-424.195861
CC(O)CC(O)CC#N,-440.307697
CC(O)CN(C)CC#N,-420.404911
CC(C)CC(C)CC=O,-389.516998
CC(C)CC(C)NC=O,-405.593794
CC(C)CC(C)OC=O,-425.467665
CC(C)CC(O)CC=O,-425.443567
CC(C)OC(C)CC=O,-425.442523
CC(O)CC(C)CC=O,-425.444362
CC(O)CC(C)NC=O,-441.526787
CC(O)CC(C)OC=O,-461.395213
CC(O)CC(O)CC=O,-461.375483
CC(O)CN(C)CC=O,-441.477384
CC(C)CC(C=O)C#C,-387.07329
CC(C)CC(C=O)C#N,-403.180003
CC(C)NC(C=O)C#N,-419.214843
CC(C)OC(C=O)C#C,-422.989583
CC(C)OC(C=O)C#N,-439.094855
CC(O)CC(C=O)C#C,-423.000784
CC(O)CC(C=O)C#N,-439.108602
CN(C)CC(C=O)C#N,-419.20827
CC(C)CC(C=O)C=O,-424.251977
CC(C)CN(C=N)C=O,-420.432239
CC(C)CN(C=O)C=O,-440.332015
CC(C)NC(C=O)C=O,-440.296053
CC(C)OC(C=O)C=O,-460.172392
CC(O)CC(C=O)C=O,-460.181623
CC(O)CN(C=N)C=O,-456.3757
CC(O)CN(C=O)C=O,-476.2571
CC(C)CC1(C)CC1C,-353.562062
CC(C)CC1(C)CC1O,-389.485333
CC(C)CC1(C)CN1C,-369.596241
CC(C)CC1(C)OC1C,-389.494313
CC(C)CC1(O)CC1C,-389.488574
CC(C)CC1(O)CC1O,-425.41097
CC(C)OC1(C)CC1C,-389.487559
CC(C)OC1(C)CC1O,-425.407945
CC(O)CC1(C)CC1C,-389.488195
CC(O)CC1(C)CC1O,-425.413116
CC(O)CC1(C)CN1C,-405.522481
CC(O)CC1(C)NC1C,-405.540719
CC(O)CC1(C)OC1C,-425.425692
CC(O)CC1(O)CC1C,-425.417506
CC(O)CC1(O)CC1O,-461.344366
CC(C)CC1(CCC1)C,-353.561177
CC(C)CC1(C)CCO1,-389.490364
CC(C)CC1(COC1)C,-389.480721
CC(C)CC1(CCC1)O,-389.490782
CC(C)CC1(COC1)O,-425.409394
CC(C)OC1(CCC1)C,-389.489114
CC(C)OC1(COC1)C,-425.406169
CC(O)CC1(C)CCC1,-389.489031
CC(O)CC1(C)CCO1,-425.417361
CC(O)CC1(C)COC1,-425.408931
CC(O)CC1(O)CCC1,-425.420139
CC(O)CC1(O)COC1,-461.33791
CC(C)CC1(CC1)C#C,-351.120792
CC(C)CC1(CC1)C#N,-367.229561
CC(C)CC1(CN1)C#C,-367.159088
CC(C)CC1(CN1)C#N,-383.266297
CC(C)CC1(CO1)C#C,-387.042328
CC(C)CC1(CO1)C#N,-403.147567
CC(C)NC1(CC1)C#N,-383.265187
CC(C)OC1(CC1)C#C,-387.040181
CC(C)OC1(CC1)C#N,-403.147608
CC(O)CC1(CC1)C#C,-387.047406
CC(O)CC1(CC1)C#N,-403.155219
CC(O)CC1(CN1)C#C,-403.084022
CC(O)CC1(CN1)C#N,-419.189846
CC(O)CC1(CO1)C#C,-422.967365
CC(O)CC1(CO1)C#N,-439.072024
CN(C)CC1(CC1)C#N,-383.257988
CN(C)CC1(CN1)C#N,-399.294577
CN(C)CC1(CO1)C#N,-419.175787
CC(C)CC1(CC1)C=O,-388.303388
CC(C)CC1(CN1)C=O,-404.342529
CC(C)CC1(CO1)C=O,-424.223992
CC(C)OC1(CC1)C=O,-424.223787
CC(O)CC1(CC1)C=O,-424.231635
CC(O)CC1(CN1)C=O,-440.27088
CC(O)CC1(CO1)C=O,-460.152128
CC(C)CC12CC(C1)C2,-352.319079
CC(C)CC12CC(C1)O2,-388.236058
CC(C)CC12CN(C1)C2,-368.342667
CC(C)OC12CC(C1)C2,-388.24708
CC(C)OC12CN(C1)C2,-404.272988
CC(O)CC12CC(C1)C2,-388.246679
CC(O)CC12CC(C1)O2,-424.1619
CC(O)CC12CN(C1)C2,-404.27036
CC(C)CC12CC1CC2,-352.340062
CC(C)CC12CC1CO2,-388.2582
CC(C)CC12CC1OC2,-388.253326
CC(C)CC12CCC1O2,-388.267313
CC(C)OC12CC1CC2,-388.261781
CC(C)OC12CC1OC2,-424.172858
CC(O)CC12CC1CC2,-388.266915
CC(O)CC12CC1CO2,-424.18792
CC(O)CC12CC1OC2,-424.181224
CC(O)CC12CCC1N2,-404.315168
CC(O)CC12CCC1O2,-424.196112
CC(O)CC12CN1CC2,-404.306155
CC(C)CC1=CCCC1,-352.38779
CC(C)CC1=CCOC1,-388.302679
CC(C)CC1=NCCO1,-404.382006
CC(C)NC1=NCCO1,-420.439225
CC(C)OC1=NCCN1,-420.436693
CC(O)CC1=CCCC1,-388.313541
CC(O)CC1=CCOC1,-424.228084
CC(O)CC1=NCCO1,-440.311139
CC(C)CC1C(C)C1C,-353.55924
CC(C)CC1C(C)C1O,-389.484743
CC(C)CC1C(C)N1C,-369.591975
CC(C)CC1C(O)C1O,-425.406414
CC(C)OC1C(C)C1C,-389.482876
CC(C)OC1C(C)C1O,-425.406569
CC(C)OC1C(O)C1O,-461.329538
CC(O)CC1C(C)C1C,-389.485785
CC(O)CC1C(C)C1O,-425.411543
CC(O)CC1C(C)N1C,-405.518242
CC(O)CC1C(O)C1O,-461.335823
CC(O)CN1C(C)C1C,-405.520677
CC(C)CC1C2CC1C2,-352.312196
CC(C)CC1C2CC1O2,-388.224342
CC(C)OC1C2CC1C2,-388.240938
CC(C)OC1C2CC1O2,-424.152409
CC(O)CC1C2CC1C2,-388.239571
CC(O)CC1C2CC1O2,-424.152017
CC(C)CC1C2CCC12,-352.334573
CC(C)CC1C2COC12,-388.250291
CC(C)OC1C2CCC12,-388.259343
CC(C)OC1C2COC12,-424.169768
CC(O)CC1C2CCC12,-388.260718
CC(O)CC1C2CCN12,-404.29894
CC(O)CC1C2COC12,-424.177903
CC(O)CN1C2CCC12,-404.297491
CC(C)CC1CC(=N)O1,-404.363872
CC(C)CC1CC(=O)C1,-388.311231
CC(C)CC1CC(=O)N1,-404.385055
CC(C)CC1CC(=O)O1,-424.268817
CC(C)CN1CC(=O)C1,-404.345997
CC(C)OC1CC(=O)C1,-424.235826
CC(O)CC1CC(=N)O1,-440.290707
CC(O)CC1CC(=O)C1,-424.239112
CC(O)CC1CC(=O)N1,-440.312098
CC(O)CC1CC(=O)O1,-460.196556
CC(O)CN1CC(=O)C1,-440.274407
CC(C)CC1CC(C)C1,-353.564539
CC(C)CC1CC(C)O1,-389.494236
CC(C)CC1CC(O)C1,-389.488952
CC(C)OC1CC(C)C1,-389.490399
CC(C)OC1CC(O)C1,-425.413386
CC(C)OC1CN(C1)C,-405.5205
CC(O)CC1CC(C)C1,-389.492057
CC(O)CC1CC(C)O1,-425.420661
CC(O)CC1CC(O)C1,-425.416568
CC(O)CN1CC(O)C1,-441.454873
CC(C)CC1CC1(C)C,-353.564133
CC(C)CC1CC1(C)O,-389.489101
CC(C)CC1OC1(C)C,-389.495811
CC(C)OC1CC1(C)C,-389.486879
CC(C)OC1CC1(C)O,-425.411362
CC(O)CC1CC1(C)C,-389.489886
CC(O)CC1CC1(C)O,-425.414757
CC(O)CC1NC1(C)C,-405.541216
CC(O)CC1OC1(C)C,-425.421981
CC(O)CN1CC1(C)C,-405.52939
CC(C)CC1CC1C#C,-351.120582
CC(C)CC1CC1C#N,-367.229484
CC(C)CC1NC1C#C,-367.160093
CC(C)CC1NC1C#N,-383.26692
CC(C)CC1OC1C#C,-387.042602
CC(C)CC1OC1C#N,-403.147655
CC(C)CN1CC1C#C,-367.154494
CC(C)CN1CC1C#N,-383.259999
CC(C)OC1CC1C#C,-387.040529
CC(C)OC1CC1C#N,-403.147623
CC(O)CC1CC1C#C,-387.046645
CC(O)CC1CC1C#N,-403.155601
CC(O)CC1NC1C#C,-403.08993
CC(O)CC1NC1C#N,-419.194994
CC(O)CC1OC1C#C,-422.969129
CC(O)CC1OC1C#N,-439.073934
CC(O)CN1CC1C#C,-403.079304
CC(O)CN1CC1C#N,-419.183533
CN(C)CC1OC1C#N,-419.176116
CC(C)CC1CC1C=O,-388.29993
CC(C)CC1CN1C=O,-404.35184
CC(C)CC1NC1C=O,-404.340259
CC(C)CC1OC1C=O,-424.220847
CC(C)CN1CC1C=O,-404.332265
CC(C)OC1CC1C=O,-424.22207
CC(O)CC1CC1C=O,-424.22608
CC(O)CC1CN1C=O,-440.278362
CC(O)CC1NC1C=O,-440.268932
CC(O)CC1OC1C=O,-460.146146
CC(O)CN1CC1C=O,-440.252533
CC(C)CC1CC2CC12,-352.334858
CC(C)CC1CC2OC12,-388.25822
CC(C)CC1OC2CC12,-388.254917
CC(C)OC1CC2CC12,-388.262035
CC(C)OC1CC2NC12,-404.296951
CC(C)OC1CC2OC12,-424.180711
CC(C)OC1CN2CC12,-404.298454
CC(O)CC1CC2CC12,-388.262413
CC(O)CC1CC2CN12,-404.301273
CC(O)CC1CC2NC12,-404.3019
CC(O)CC1CC2OC12,-424.186149
CC(O)CC1CN2CC12,-404.300031
CC(O)CC1OC2CC12,-424.185812
CC(C)CC1CC=CC1,-352.381013
CC(C)CC1CN=CO1,-404.375547
CC(C)OC1CC=CC1,-388.30503
CC(C)OC1CN=CO1,-440.307382
CC(O)CC1CC=CC1,-388.307651
CC(O)CC1CN=CO1,-440.302873
CC(C)CC1CCC1=O,-388.311975
CC(C)CC1CNC1=O,-404.382944
CC(C)CC1COC1=N,-404.357502
CC(C)CC1COC1=O,-424.263582
CC(C)CC1NCC1=O,-404.350662
CC(C)CC1OCC1=O,-424.23125
CC(C)CN1CCC1=O,-404.382728
CC(C)NC1COC1=N,-420.395199
CC(C)NC1COC1=O,-440.301591
CC(C)OC1CCC1=O,-424.232985
CC(C)OC1CNC1=O,-440.303193
CC(C)OC1COC1=N,-440.278469
CC(C)OC1COC1=O,-460.182663
CC(O)CC1CCC1=O,-424.240273
CC(O)CC1CNC1=O,-440.310505
CC(O)CC1COC1=N,-440.286561
CC(O)CC1COC1=O,-460.191386
CC(O)CC1NCC1=O,-440.28069
CC(O)CC1OCC1=O,-460.160513
CC(O)CN1CCC1=O,-440.315244
CC(C)CC1CCC1C,-353.560697
CC(C)CC1CCC1O,-389.487365
CC(C)CC1COC1C,-389.485796
CC(C)CC1OCC1C,-389.486352
CC(C)CC1OCC1O,-425.410243
CC(C)OC1CCC1C,-389.488127
CC(C)OC1CCC1O,-425.415377
CC(C)OC1COC1C,-425.410391
CC(O)CC1CCC1C,-389.488354
CC(O)CC1CCC1O,-425.413911
CC(O)CC1COC1C,-425.412991
CC(O)CC1OCC1C,-425.417354
CC(O)CC1OCC1O,-461.340987
CC(C)CC1CCC=C1,-352.380847
CC(C)CC1COC=N1,-404.372671
CC(C)CC1OCC=C1,-388.302982
CC(C)OC1CCC=C1,-388.304695
CC(C)OC1OCC=C1,-424.234814
CC(O)CC1CCC=C1,-388.307964
CC(O)CC1COC=N1,-440.30039
CC(O)CC1OCC=C1,-424.234452
CC(C)CC1CCCC1,-353.588002
CC(C)CC1CCCO1,-389.512666
CC(C)CC1CCOC1,-389.507344
CC(C)CC1COCO1,-425.434602
CC(C)CC1OCCO1,-425.438541
CC(C)OC1CCCC1,-389.51151
CC(C)OC1CCCO1,-425.446156
CC(C)OC1CCOC1,-425.4301
CC(O)CC1CCCC1,-389.514893
CC(O)CC1CCCO1,-425.439679
CC(O)CC1CCOC1,-425.434345
CC(O)CC1COCO1,-461.361323
CC(O)CC1OCCO1,-461.363097
CC(C)CN=C(C#N)N,-399.348715
CC(O)CN=C(N)C#N,-435.280234
CC(C)CN=C(C=O)N,-420.432051
CC(O)CN=C(N)C=O,-456.361454
CC(C)CN=C1CCO1,-404.353681
CC(O)CN=C1CCO1,-440.280278
CC(C)N=COC(C)C,-405.566622
CC(C)OC=NC1CC1,-404.341386
CC(C)OC=NCC#C,-403.116277
CC(C)OC=NCC#N,-419.224685
CC(C)CN=CNC=O,-420.448242
CC(C)CN=COC=O,-440.315654
CC(C)OC=NCC=O,-440.296221
CC(O)CN=CNC=O,-456.370046
CC(O)CN=COC=O,-476.238136
CC(C)CCC#CC#C,-349.916138
CC(C)CCC#CC#N,-366.017376
CC(C)OCC#CC#C,-385.830537
CC(C)OCC#CC#N,-401.931746
CC(O)CCC#CC#C,-385.843476
CC(O)CCC#CC#N,-401.944754
CC(C)CCC#CC=O,-387.082388
CC(C)OCC#CC=O,-422.997156
CC(O)CCC#CC=O,-423.009658
CC(C)CCC(=O)C#C,-387.082126
CC(C)CCC(=O)C#N,-403.182856
CC(C)CNC(=N)C#N,-399.353395
CC(C)CNC(=O)C#C,-403.152047
CC(C)COC(=N)C#C,-403.127963
CC(C)COC(=N)C#N,-419.229404
CC(C)COC(=O)C#C,-423.028326
CC(C)COC(=O)C#N,-439.127909
CC(C)NCC(=O)C#N,-419.221068
CC(C)OCC(=O)C#C,-422.998126
CC(C)OCC(=O)C#N,-439.099056
CC([NH3+])C[N-]C(=O)C#N,-435.302806
CC(O)CCC(=O)C#C,-423.009673
CC(O)CCC(=O)C#N,-439.110517
CC(O)CNC(=N)C#N,-435.2822
CC(O)CNC(=O)C#C,-439.079709
CC(O)COC(=N)C#C,-439.051411
CC(O)COC(=N)C#N,-455.152362
CC(O)COC(=O)C#C,-458.953188
CC(O)COC(=O)C#N,-475.05279
CN(C)CCC(=O)C#N,-419.21116
CC(C)CCC(=O)C=O,-424.258157
CC(C)CNC(=N)C=O,-420.428193
CC(C)CNC(=O)C=O,-440.333319
CC(C)COC(=N)C=O,-440.306993
CC(C)COC(=O)C=O,-460.203377
CC(C)OCC(=O)C=O,-460.172624
CC(O)CCC(=O)C=O,-460.185408
CC(O)CNC(=N)C=O,-456.356265
CC(O)CNC(=O)C=O,-476.260546
CC(O)COC(=N)C=O,-476.229755
CC(O)COC(=O)C=O,-496.128606
CC(C)CCC(C)(C)C,-354.782413
CC(C)CCC(C)(C)O,-390.713043
CC(C)COC(C)(C)C,-390.707904
CC(C)OCC(C)(C)C,-390.708086
CC(C)OCC(C)(C)O,-426.636083
CC(O)CCC(C)(C)C,-390.70955
CC(O)CCC(C)(C)O,-426.640108
CC(O)COC(C)(C)C,-426.632192
CC(C)CCC(C)C#C,-352.339128
CC(C)CCC(C)C#N,-368.448531
CC(C)CCC(N)C#N,-384.491893
CC(C)CCC(O)C#C,-388.262859
CC(C)CCC(O)C#N,-404.369403
CC(C)CNC(C)C#N,-384.48436
CC(C)COC(C)C#C,-388.256718
CC(C)COC(C)C#N,-404.363629
CC(C)OCC(C)C#C,-388.262946
CC(C)OCC(C)C#N,-404.371497
CC(C)OCC(N)C#N,-420.412055
CC(C)OCC(O)C#C,-424.182159
CC(C)OCC(O)C#N,-440.288792
CC(O)CCC(C)C#C,-388.265984
CC(O)CCC(C)C#N,-404.375425
CC(O)CCC(N)C#N,-420.418995
CC(O)CCC(O)C#C,-424.189826
CC(O)CCC(O)C#N,-440.296374
CC(O)CNC(C)C#N,-420.409219
CC(O)COC(C)C#C,-424.18402
CC(O)COC(C)C#N,-440.29063
CC(C)CCC(C)C=O,-389.517272
CC(C)CCC(O)C=O,-425.447371
CC(C)CCN(C)C=O,-405.58553
CC(C)COC(C)C=O,-425.439061
CC(C)OCC(C)C=O,-425.441781
CC(C)OCC(O)C=O,-461.368288
CC(O)CCC(C)C=O,-425.444131
CC(O)CCC(O)C=O,-461.374984
CC(O)CCN(C)C=O,-441.512747
CC(O)COC(C)C=O,-461.364856
CC(C)CCC1(CC1)C,-353.561849
CC(C)CCC1(C)CO1,-389.488489
CC(C)CCC1(CC1)O,-389.487153
CC(C)COC1(CC1)C,-389.483602
CC(C)OCC1(CC1)C,-389.485063
CC(C)OCC1(C)CN1,-405.528974
CC(C)OCC1(C)CO1,-425.409577
CC(C)OCC1(CC1)O,-425.411387
CC(O)CCC1(C)CC1,-389.488491
CC(O)CCC1(C)CO1,-425.415729
CC(O)CCC1(O)CC1,-425.413813
CC(O)COC1(C)CC1,-425.410476
CC(C)CCC1CC1C,-353.560132
CC(C)CCC1CC1O,-389.482993
CC(C)CCC1CN1C,-369.591548
CC(C)CCC1OC1C,-389.488265
CC(C)CCN1CC1C,-369.594637
CC(C)COC1CC1C,-389.481094
CC(C)COC1CC1O,-425.402418
CC(C)OCC1CC1C,-389.481001
CC(C)OCC1CC1O,-425.403896
CC(C)OCC1CN1C,-405.512955
CC(C)OCC1NC1C,-405.52348
CC(C)OCC1OC1C,-425.407031
CC(O)CCC1CC1C,-389.48699
CC(O)CCC1CC1O,-425.409466
CC(O)CCC1CN1C,-405.518626
CC(O)CCC1OC1C,-425.415452
CC(O)CCN1CC1C,-405.521905
CC(O)COC1CC1C,-425.404809
CC(O)COC1CC1O,-461.32947
CC(C)CCC1CCC1,-353.561493
CC(C)CCC1CCO1,-389.485585
CC(C)CCC1COC1,-389.479692
CC(C)COC1CCC1,-389.485258
CC(C)COC1COC1,-425.400965
CC(C)OCC1CCC1,-389.483335
CC(C)OCC1CCO1,-425.405217
CC(C)OCC1COC1,-425.401452
CC(O)CCC1CCC1,-389.488423
CC(O)CCC1CCO1,-425.412681
CC(O)CCC1COC1,-425.406415
CC(O)COC1CCC1,-425.412969
CC(O)COC1COC1,-461.327076
CC(C)CCCC(=O)C,-389.531255
CC(C)CCCC(=O)N,-405.602269
CC(C)CCNC(=O)C,-405.600134
CC(C)CCNC(=O)N,-421.660765
CC(C)CCOC(=O)C,-425.479961
CC(C)CCOC(=O)N,-441.543773
CC(C)C[NH2+]CC([O-])=O,-441.523465
CC(C)COCC(=O)C,-425.444829
CC(C)COCC(=O)N,-441.522444
CC(C)[NH2+]CCC([O-])=O,-441.52871
CC(C)OCCC(=O)C,-425.452885
CC(C)OCCC(=O)N,-441.524025
CC([NH3+])CCCC([O-])=O,-441.528017
CC([NH3+])COCC([O-])=O,-477.445016
CC(O)CCCC(C)=O,-425.457727
CC(O)CCCC(N)=O,-441.528609
CC(O)CCNC(C)=O,-441.527019
CC(O)CCNC(N)=O,-457.588351
CC(O)CCOC(C)=N,-441.501553
CC(O)CCOC(C)=O,-461.406574
CC(O)CCOC(N)=O,-477.470281
CC(O)C[NH2+]CC([O-])=O,-477.451727
CC(O)COCC(C)=O,-461.37479
CC(O)COCC(N)=O,-477.445842
C[NH+](C)CCCC([O-])=O,-441.517325
CC(C)CCCC(C)C,-354.783043
CC(C)CCCC(C)O,-390.709722
CC(C)CCOC(C)C,-390.704454
CC(C)COCC(C)C,-390.705202
CC(C)COCC(C)O,-426.628942
CC(O)CCCC(C)O,-426.636721
CC(O)CCOC(C)C,-426.631599
CC(O)COCC(C)O,-462.556301
CC(C)CCCC1CC1,-353.559055
CC(C)CCCC1CO1,-389.481978
CC(C)CCCN1CC1,-369.59293
CC(C)CCOC1CC1,-389.47612
CC(C)COCC1CC1,-389.478722
CC(C)COCC1CN1,-405.518116
CC(C)COCC1CO1,-425.399498
CC(C)OCCC1CC1,-389.480752
CC(C)OCCC1CO1,-425.403483
CC(C)OCCN1CC1,-405.513659
CC(O)CCCC1CC1,-389.485924
CC(O)CCCC1CO1,-425.40887
CC(O)CCCN1CC1,-405.519598
CC(O)CCOC1CC1,-425.40304
CC(O)COCC1CC1,-425.399107
CC(O)COCC1CN1,-441.441915
CC(O)COCC1CO1,-461.325868
CC(C)CCCCC#C,-352.339947
CC(C)CCCCC#N,-368.449021
CC(C)CCNCC#N,-384.481357
CC(C)CCOCC#C,-388.251084
CC(C)CCOCC#N,-404.357245
CC(C)COCCC#C,-388.259811
CC(C)COCCC#N,-404.367912
CC(C)OCCCC#C,-388.260891
CC(C)OCCCC#N,-404.36952
CC(O)CCCCC#C,-388.266889
CC(O)CCCCC#N,-404.376113
CC(O)CCNCC#N,-420.40816
CC(O)CCOCC#C,-424.178166
CC(O)CCOCC#N,-440.284391
CC(O)COCCC#C,-424.185956
CC(O)COCCC#N,-440.289507
CC(C)CCCCC=O,-389.517425
CC(C)CCCNC=O,-405.589995
CC(C)CCCOC=O,-425.461774
CC(C)CCOCC=O,-425.43224
CC(C)COCCC=O,-425.436047
CC(C)OCCCC=O,-425.438908
CC(C)OCCNC=O,-441.514038
CC(C)OCCOC=O,-461.384526
CC(O)CCCCC=O,-425.444318
CC(O)CCCNC=O,-441.516929
CC(O)CCCOC=O,-461.388251
CC(O)CCOCC=O,-461.359195
CC(O)COCCC=O,-461.359784
CC(C1CC1)C(=O)C#C,-385.857977
CC(C1CC1)C(=O)C#N,-401.959471
CC(C1CN1)C(=O)C#C,-401.89658
CC(C1CN1)C(=O)C#N,-417.996714
CC(C1CO1)C(=O)C#C,-421.779638
CC(C1CO1)C(=O)C#N,-437.87939
CC(N1CC1)C(=O)C#C,-401.887935
CC(N1CC1)C(=O)C#N,-417.991773
CN(C1CC1)C(=N)C#N,-398.119756
CN(C1CC1)C(=O)C#C,-401.915441
CN(C1CC1)C(=O)C#N,-418.018317
OC(C1CC1)C(=O)C#C,-421.785492
OC(C1CC1)C(=O)C#N,-437.884165
OC(C1CN1)C(=O)C#C,-437.827612
OC(C1CN1)C(=O)C#N,-453.924318
OC(C1CO1)C(=O)C#C,-457.70681
OC(C1CO1)C(=O)C#N,-473.803992
CC(C1CC1)C(=O)C=O,-423.033618
CC(C1CN1)C(=O)C=O,-439.07247
CC(C1CO1)C(=O)C=O,-458.955111
CC(N1CC1)C(=O)C=O,-439.060878
CN(C1CC1)C(=N)C=O,-419.185351
CN(C1CC1)C(=O)C=O,-439.090378
OC(C1CC1)C(=O)C=O,-458.958999
OC(C1CN1)C(=O)C=O,-475.00065
OC(C1CO1)C(=O)C=O,-494.880936
CC(C)(C)C(O)C1CC1,-389.486189
CC(C)(C)C(O)C1CN1,-405.524965
CC(C)(C)C(O)C1CO1,-425.410682
CC(C)(O)C(O)C1CC1,-425.420128
CC(C)(O)C(O)C1CN1,-441.454429
CC(C)(O)C(O)C1CO1,-461.340634
CC(C1CC1)C(C)(C)C,-353.554865
CC(C1CC1)C(C)(C)O,-389.486532
CC(C1CO1)C(C)(C)C,-389.478767
CC(C1CO1)C(C)(C)O,-425.408954
CC(N1CC1)C(C)(C)C,-369.592231
CC(N1CC1)C(C)(C)O,-405.526635
CC(C1CC1)C1(C)CC1,-352.334696
CC(C1CC1)C1(C)CO1,-388.264898
CC(C1CC1)C1(O)CC1,-388.262821
CC(C1CO1)C1(C)CC1,-388.258732
CC(C1CO1)C1(C)CO1,-424.187134
CC(C1CO1)C1(O)CC1,-424.182062
CC(N1CC1)C1(C)CC1,-368.369608
CC(N1CC1)C1(C)CO1,-404.298046
CC(N1CC1)C1(O)CC1,-404.303554
CC1(CC1)C(O)C1CC1,-388.26486
CC1(CC1)C(O)C1CN1,-404.307597
CC1(CC1)C(O)C1CO1,-424.189918
CC1(CN1)C(O)C1CC1,-404.310775
CC1(CN1)C(O)C1CN1,-420.352189
CC1(CN1)C(O)C1CO1,-440.233046
CC1(CO1)C(O)C1CC1,-424.193211
CC1(CO1)C(O)C1CN1,-440.233506
CC1(CO1)C(O)C1CO1,-460.115155
OC(C1CC1)C1(O)CC1,-424.18985
OC(C1CN1)C1(O)CC1,-440.229455
OC(C1CO1)C1(O)CC1,-460.114151
CC(C1CC1)C1CC1C,-352.336181
CC(C1CC1)C1CC1O,-388.260878
CC(C1CC1)C1CN1C,-368.367449
CC(C1CC1)C1OC1C,-388.265214
CC(C1CC1O)N1CC1,-404.295981
CC(C1CN1C)N1CC1,-384.397885
CC(C1CO1)C1CC1C,-388.259905
CC(C1CO1)C1CC1O,-424.18281
CC(C1CO1)C1CN1C,-404.290813
CC(C1CO1)C1OC1C,-424.186504
CC(C1CO1)N1CC1C,-404.295718
CC(C1OC1C)N1CC1,-404.292341
CC1CC1C(O)C1CC1,-388.261937
CC1CC1C(O)C1CN1,-404.305282
CC1CC1C(O)C1CO1,-424.188204
CC1NC1C(O)C1CC1,-404.305011
CC1NC1C(O)C1CN1,-420.348221
