smiles,g298
CC1=CCCCC1C=O,-387.161739
CC1=CCCCN1C=O,-403.233091
CC1=CCCOC1C=O,-423.073618
CC1=CCOCC1C=O,-423.078519
C1CN=C(N(C1)C=O)N,-435.35013
NC1=NCCOC1C=O,-455.193613
CC1=CCCCC2CC12,-351.18878
CC1=CCCCC2NC12,-367.233311
CC1=CCCCC2OC12,-387.118597
CC1=CCCOC2CC12,-387.114087
CC1=CCOCC2CC12,-387.11559
CC1=CCOCC2NC12,-403.153416
CC1=CCOCC2OC12,-423.036782
CC1=CCCCC=C1C,-351.216262
CC1=CCOCC=C1C,-387.130721
CC1=CCCCC=CC1,-351.203103
CC1=CCCOC=NC1,-403.179754
CC1=CCOCC=CC1,-387.115869
CC1=CCCCCC1=O,-387.166869
CC1=CCCCNC1=O,-403.234141
CC1=CCCCOC1=O,-423.107155
CC1=CCCNCC1=O,-403.204973
CC1=CCCOCC1=O,-423.083742
CC1=CCOCCC1=O,-423.08433
CC1=CCOCOC1=N,-439.129622
CC1=CCOCOC1=O,-459.030221
CC1=CNCCCC1=O,-403.221648
CC1=CNCCNC1=O,-419.286457
CC1=CNCCOC1=O,-439.160704
C1CCN=C(C(=O)C1)N,-419.275495
C1CNC(=O)C(=NC1)N,-435.344473
NC1=NCCCOC1=N,-435.315083
C1CN=C(C(=O)OC1)N,-455.215083
C1CN=C(C(=O)CN1)N,-435.311903
C1COCC(=O)C(=N1)N,-455.189944
CC1=CCCCCC=C1,-351.210941
CC1=CCCOCC=C1,-387.127091
CC1=CCOCCC=C1,-387.127604
CC1=CCCCCCC1,-352.413202
CC1=CCCCCOC1,-388.328488
CC1=CCCCOCC1,-388.332611
CC1=CCCOCCC1,-388.33355
CC1=CCCOCOC1,-424.255946
CC1=CCOCCCC1,-388.328088
CC1=CCOCCOC1,-424.242249
CC1=CCOCOCC1,-424.253959
CC1=NCCCCCO1,-404.399259
CC1=NCCCOCO1,-440.325905
CC1=NCCOCCO1,-440.315018
CC1(C)C(O)C(=O)C1O,-460.200369
CC1(O)C(O)C(=O)C1O,-496.125955
CC1C(=O)C(C)C1(C)C,-388.353864
CC1C(=O)C(C)C1(C)O,-424.281566
CC1C(=O)C(O)C1(C)C,-424.277579
CC1C(=O)C(O)C1(C)O,-460.204762
CC1C(=O)N(C)C1(C)C,-404.426337
CN1C(=O)C(O)C1(C)C,-440.349134
CC1C(=O)C(C)C11CC1,-387.127976
CC1C(=O)C(C)C11CN1,-403.169376
CC1C(=O)C(C)C11CO1,-423.052023
CC1C(=O)C(O)C11CC1,-423.050665
CC1C(=O)C(O)C11CN1,-439.090012
CC1C(=O)C(O)C11CO1,-458.971954
CC1C(=O)N(C)C11CC1,-403.195534
CN1C(=O)C(O)C11CC1,-439.115755
OC1C(=O)C(O)C11CC1,-458.972703
OC1C(=O)C(O)C11CN1,-475.010944
OC1C(=O)C(O)C11CO1,-494.891064
CC12CC1(C)C(=O)C2O,-423.060471
CC12CC1(O)C(=O)C2O,-458.979902
CC12CC1(O)C(O)C2=O,-458.984888
CC12NC1(C)C(=O)C2O,-439.10317
CC12OC1(C)C(=O)C2O,-458.981044
CC1C(=O)C2(C)CC12C,-387.136715
CC1C(=O)C2(C)CC12O,-423.057401
CC1C(=O)C2(C)NC12C,-403.17419
CC1C(=O)C2(C)OC12C,-423.060026
CC1C(=O)C2(O)CC12C,-423.05627
CC1C(=O)C2(O)CC12O,-458.975271
CN1C(=N)C2(O)CC12C,-419.20754
CN1C(=O)C2(C)CC12C,-403.192372
CN1C(=O)C2(O)CC12C,-439.110914
OC1C(=O)C2(O)CC12O,-494.897398
CC1C(=O)C2C3CC12C3,-385.828224
CC1C(=O)C2C3CC12O3,-421.916719
CC1C(=O)C2N3CC12C3,-401.843497
CN1C(=O)C2C3CC12C3,-401.880332
CN1C(=O)C2N3CC12C3,-417.895731
OC1C(=O)C2C3CC12C3,-421.751371
OC1C(=O)C2C3CC12O3,-457.833274
OC1C(=O)C2N3CC12C3,-437.765713
CC12CC(C1)C(=O)C2O,-423.069662
CC12CC(O1)C(=O)C2O,-458.985809
CC1C(=O)C2CC1(C)C2,-387.145632
CC1C(=O)C2CC1(C)O2,-423.064855
CC1C(=O)C2CC1(O)C2,-423.072082
CN1C(=O)C2CC1(C)C2,-403.200979
OC1C(=O)C2CC1(O)C2,-458.99603
CC1C(=N)N2CC12C#N,-396.93679
CC1C(=O)C2CC12C#C,-384.68633
CC1C(=O)C2CC12C#N,-400.791468
CC1C(=O)C2NC12C#C,-400.720209
CC1C(=O)C2NC12C#N,-416.82319
CC1C(=O)C2OC12C#C,-420.598986
CC1C(=O)C2OC12C#N,-436.700153
CC1C(=O)N2CC12C#C,-400.730881
CC1C(=O)N2CC12C#N,-416.833584
CN1C(=O)C2CC12C#C,-400.739464
CN1C(=O)C2CC12C#N,-416.843087
NC1C(=N)N2CC12C#N,-412.978467
NC1C(=O)N2CC12C#N,-432.875926
OC1C(=N)N2CC12C#C,-416.75234
OC1C(=N)N2CC12C#N,-432.855467
OC1C(=O)C2CC12C#C,-420.608125
OC1C(=O)C2CC12C#N,-436.712571
OC1C(=O)C2NC12C#C,-436.642161
OC1C(=O)C2NC12C#N,-452.744035
OC1C(=O)C2OC12C#C,-456.51911
OC1C(=O)C2OC12C#N,-472.616105
OC1C(=O)N2CC12C#C,-436.650854
OC1C(=O)N2CC12C#N,-452.75265
CC1C(=O)C2CC12C=O,-421.865495
CC1C(=O)C2NC12C=O,-437.900813
CC1C(=O)C2OC12C=O,-457.774231
CC1C(=O)N2CC12C=O,-437.907484
CN1C(=O)C2CC12C=O,-437.919994
OC1C(=N)N2CC12C=O,-453.928166
OC1C(=O)C2CC12C=O,-457.787437
OC1C(=O)C2NC12C=O,-473.822101
OC1C(=O)C2OC12C=O,-493.697295
OC1C(=O)N2CC12C=O,-473.827533
CC1C(=O)C2CC2C1=O,-421.900289
CC1C(=O)C2CN2C1=O,-437.942766
CC1C(=O)C2NC2C1=O,-437.934305
CC1C(=O)C2OC2C1=O,-457.81353
CN1C(=N)C2CC2C1=O,-418.087717
CN1C(=N)C2CN2C1=O,-434.12789
CN1C(=N)C2NC2C1=O,-434.120688
CN1C(=N)C2OC2C1=N,-434.096804
CN1C(=N)C2OC2C1=O,-453.999436
CN1C(=N)N2CC2C1=O,-434.123886
CN1C(=O)C2CC2C1=O,-437.990985
CN1C(=O)C2CN2C1=O,-454.03094
CN1C(=O)C2NC2C1=O,-454.022792
CN1C(=O)C2OC2C1=O,-473.900447
OC1C(=O)C2CN2C1=N,-453.963548
OC1C(=O)C2CC2C1=O,-457.815203
OC1C(=O)C2CN2C1=O,-473.858975
OC1C(=O)C2NC2C1=O,-473.848234
OC1C(=O)C2OC2C1=O,-493.726157
CC12CCC1C(=O)C2O,-423.052334
CC12CCN1C(=N)C2O,-419.204504
CC12CCN1C(=O)C2O,-439.107259
CC12COC1C(=O)C2O,-458.96558
CC12OCC1C(=O)C2O,-458.975971
CC1C(=O)C2CCC12C,-387.129425
CC1C(=O)C2CCC12O,-423.054536
CC1C(=O)C2COC12C,-423.054718
CC1C(=O)C2NCC12O,-439.087369
CC1C(=O)C2OCC12C,-423.043736
CC1C(=O)C2OCC12O,-458.968434
CC1C(=O)N2CCC12C,-403.185629
CN1C(=N)C2OCC12C,-419.208237
CN1C(=O)C2CCC12C,-403.201372
CN1C(=O)C2OCC12C,-439.114362
OC1C(=O)C2CCC12O,-458.977256
OC1C(=O)C2NCC12O,-475.008351
OC1C(=O)C2OCC12O,-494.888444
CC1=CC(=O)C(O)C1=O,-457.8458
CC1C(=O)C=C(C)C1=O,-421.93056
CC1C(=O)C=C(N)C1=O,-437.991838
CN1C(=N)C=C(C)C1=O,-418.113805
CN1C(=N)C=C(N)C1=O,-434.170719
CN1C(=O)C=C(C)C1=N,-418.112047
CC1=CC(=O)N(C1=O)C,-438.011386
CN1C(=O)C=C(N)C1=N,-434.165031
CN1C(=O)C=C(C1=O)N,-454.07153
NC1=CC(=O)C(O)C1=O,-473.908212
CC1(C)C=CC(=O)C1O,-423.098556
CC1(O)C=CC(=O)C1O,-459.025245
CC1C(=O)C=CC1(C)C,-387.172733
CC1C(=O)C=CC1(C)O,-423.099036
CC1(C=CC(=O)N1C)C,-403.240848
CC1C(=O)C=CC11CC1,-385.953022
CC1C(=O)C=CC11CN1,-401.99253
CC1C(=O)C=CC11CO1,-421.875165
CN1C(=O)C=CC12CC2,-402.015623
OC1C(=O)C=CC11CC1,-421.876722
OC1C(=O)C=CC11CN1,-437.91647
OC1C(=O)C=CC11CO1,-457.797393
CC1=C(C)C(O)C(=O)C1,-423.102639
CC1=C(C)C(O)C(=O)N1,-439.173119
CC1C(=O)CC(C)=C1C,-387.17994
CC1C(=O)NC(C)=C1C,-403.252708
CC1=C(N(C(=O)C1)C)C,-403.24923
CC1(CC(=O)C1O)C#C,-421.830304
CC1(CC(=O)C1O)C#N,-437.936932
CC1(NC(=N)C1N)C#N,-414.223681
CC1(NC(=N)C1O)C#C,-417.995577
CC1(NC(=N)C1O)C#N,-434.101407
CC1(NC(=O)C1O)C#C,-437.900588
CC1(OC(=N)C1N)C#C,-418.00157
CC1(OC(=N)C1N)C#N,-434.106591
CC1(OC(=N)C1O)C#C,-437.879707
CC1(OC(=N)C1O)C#N,-453.983015
CC1(OC(=O)C1N)C#C,-437.904634
CC1(OC(=O)C1N)C#N,-454.008198
CC1(OC(=O)C1O)C#C,-457.781022
CC1(OC(=O)C1O)C#N,-473.88362
CC1C(=N)OC1(C)C#C,-401.957134
CC1C(=N)OC1(C)C#N,-418.061222
CC1C(=O)CC1(C)C#C,-385.907541
CC1C(=O)CC1(C)C#N,-402.01491
CC1C(=O)CC1(O)C#C,-421.832297
CC1C(=O)CC1(O)C#N,-437.937245
CC1C(=O)NC1(C)C#C,-401.978352
CC1C(=O)OC1(C)C#C,-421.861133
CC1C(=O)OC1(C)C#N,-437.96444
CN1C(=O)CC1(C)C#C,-401.977819
CN1C(=O)CC1(C)C#N,-418.083296
OC1C(=O)CC1(O)C#C,-457.755221
OC1C(=O)CC1(O)C#N,-473.857852
CC1(CC(=O)C1O)C=O,-459.011677
CC1(NC(=N)C1O)C=O,-455.174309
CC1(NC(=O)C1O)C=O,-475.077535
CC1(OC(=N)C1O)C=O,-475.057787
CC1(OC(=O)C1O)C=O,-494.959315
CC1C(=N)OC1(C)C=O,-439.136449
CC1C(=O)CC1(C)C=O,-423.087693
CC1C(=O)CC1(O)C=O,-459.012935
CC1C(=O)NC1(C)C=O,-439.157611
CC1C(=O)OC1(C)C=O,-459.040262
CN1C(=O)CC1(C)C=O,-439.157882
OC1C(=O)CC1(O)C=O,-494.937811
CC1C(=N)OC11CCC1,-403.183438
CC1C(=N)OC11COC1,-439.098609
CC1C(=O)CC11CCC1,-387.128502
CC1C(=O)CC11CCO1,-423.054841
CC1C(=O)CC11COC1,-423.046257
CC1C(=O)NC11CCC1,-403.203414
CC1C(=O)NC11COC1,-439.120013
CC1C(=O)OC11CCC1,-423.087743
CC1C(=O)OC11COC1,-459.002363
CN1C(=O)CC12CCC2,-403.201867
CN1C(=O)CC12COC2,-439.118023
NC1C(=N)OC11CCC1,-419.227337
NC1C(=N)OC11COC1,-455.14166
NC1C(=O)OC11CCC1,-439.128845
NC1C(=O)OC11COC1,-475.044629
OC1C(=N)NC11COC1,-455.136526
OC1C(=N)OC11CCC1,-439.105993
OC1C(=N)OC11COC1,-475.019538
OC1C(=O)CC11CCC1,-423.051615
OC1C(=O)CC11CCO1,-458.976557
OC1C(=O)CC11COC1,-458.967886
OC1C(=O)NC11CCC1,-439.125598
OC1C(=O)NC11COC1,-475.040827
OC1C(=O)OC11CCC1,-459.008101
OC1C(=O)OC11COC1,-494.92092
CC12CC1CC(=O)C2O,-423.082088
CC12CC1NC(=O)C2O,-439.149029
CC12CC1OC(=N)C2O,-439.122155
CC12CC1OC(=O)C2N,-439.142855
CC12CC1OC(=O)C2O,-459.022155
CC12CN1CC(=O)C2O,-439.116125
CC12NC1CC(=O)C2O,-439.124622
CC12OC1CC(=O)C2O,-459.009423
CC1C(=N)OC2CC12C,-403.198457
CC1C(=N)OC2CC12O,-439.119677
CC1C(=O)CC2CC12C,-387.15852
CC1C(=O)CC2CC12O,-423.081156
CC1C(=O)CC2NC12C,-403.203099
CC1C(=O)CC2OC12C,-423.088693
CC1C(=O)CN2CC12C,-403.194804
CC1C(=O)NC2CC12C,-403.225725
CC1C(=O)NC2CC12O,-439.147632
CC1C(=O)OC2CC12C,-423.100696
CC1C(=O)OC2CC12O,-459.021659
CN1C(=O)CC2CC12C,-403.223964
CN1C(=O)NC2CC12C,-419.279582
CN1C(=O)OC2CC12C,-439.156194
NC1C(=O)OC2CC12O,-475.063121
OC1C(=N)OC2CC12O,-475.043309
OC1C(=O)CC2CC12O,-459.004892
OC1C(=O)NC2CC12O,-475.070922
OC1C(=O)OC2CC12O,-494.943069
CC1C(=O)CC=C1C#C,-384.733204
CC1C(=O)CC=C1C#N,-400.837458
CC1C(=O)NC=C1C#C,-400.806418
CC1C(=O)NC=C1C#N,-416.911874
CN1C(=N)CN=C1C#C,-396.956196
CN1C(=N)CN=C1C#N,-413.056088
CN1C(=O)CC=C1C#C,-400.800436
CN1C(=O)CC=C1C#N,-416.90244
CN1C(=O)CN=C1C#C,-416.857562
CN1C(=O)CN=C1C#N,-432.956569
NC1C(=O)NC=C1C#C,-416.844516
NC1C(=O)NC=C1C#N,-432.949713
OC1C(=N)NC=C1C#C,-416.821265
OC1C(=N)NC=C1C#N,-432.926858
OC1C(=O)CC=C1C#C,-420.652098
OC1C(=O)CC=C1C#N,-436.752916
OC1C(=O)NC=C1C#C,-436.723018
OC1C(=O)NC=C1C#N,-452.827674
CC1C(=O)CC=C1C=O,-421.911406
CC1C(=O)NC=C1C=O,-437.988152
CN1C(=N)CN=C1C=O,-434.134216
CN1C(=O)CC=C1C=O,-437.979215
CN1C(=O)CN=C1C=O,-454.036014
OC1C(=N)NC=C1C=O,-454.001252
OC1C(=O)CC=C1C=O,-457.828219
OC1C(=O)NC=C1C=O,-473.902549
C[C-]1C(=[NH2+])NC=CC1=O,-418.107767
CC1C(=O)CC=CC1=O,-421.916718
CC1C(=O)NC=CC1=O,-437.996724
CN1C(=O)CC=CC1=N,-418.104683
CN1C(=N)CC=CC1=O,-418.102167
O[C-]1C(=[NH2+])NC=CC1=O,-454.042563
OC1C(=O)CC=CC1=O,-457.833278
OC1C(=O)NC=CC1=O,-473.914481
CC1(C)CCC(=O)C1O,-424.302972
CC1(C)CNC(=O)C1O,-440.372988
CC1(C)COC(=N)C1O,-440.347649
CC1(C)COC(=O)C1N,-440.366926
CC1(C)COC(=O)C1O,-460.247896
CC1(C)NCC(=O)C1O,-440.341659
CC1(C)OCC(=O)C1O,-460.223119
CC1(O)CCC(=O)C1O,-460.230974
CC1(O)CNC(=O)C1O,-476.300545
CC1(O)COC(=N)C1O,-476.274207
CC1(O)COC(=O)C1N,-476.294379
CC1(O)COC(=O)C1O,-496.17433
CC1C(=N)OCC1(C)C,-404.418517
CC1C(=N)OCC1(C)O,-440.345735
CC1C(=O)CCC1(C)C,-388.376122
CC1C(=O)CCC1(C)O,-424.304478
CC1C(=O)COC1(C)C,-424.299041
CC1C(=O)NCC1(C)C,-404.446228
CC1C(=O)NCC1(C)O,-440.373605
CC1C(=O)OCC1(C)C,-424.320669
CC1C(=O)OCC1(C)O,-460.248079
CC1(CCC(=O)N1C)C,-404.447017
CC1(CNC(=O)N1C)C,-420.504094
CC1(COC(=O)N1C)C,-440.382635
CC1C(=N)OCC11CC1,-403.194433
CC1C(=N)OCC11CN1,-419.235525
CC1C(=N)OCC11CO1,-439.118191
CC1C(=O)CCC11CC1,-387.151575
CC1C(=O)CCC11CN1,-403.193052
CC1C(=O)CCC11CO1,-423.076756
CC1C(=O)COC11CC1,-423.069266
CC1C(=O)NCC11CC1,-403.221057
CC1C(=O)NCC11CN1,-419.263436
CC1C(=O)NCC11CO1,-439.145934
CC1C(=O)OCC11CC1,-423.096717
CC1C(=O)OCC11CN1,-439.138453
CC1C(=O)OCC11CO1,-459.020279
CN1C(=O)CCC12CC2,-403.219215
CN1C(=O)NCC12CC2,-419.274766
CN1C(=O)OCC12CC2,-439.153005
NC1C(=N)OCC11CN1,-435.282303
NC1C(=O)OCC11CC1,-439.137909
NC1C(=O)OCC11CN1,-455.183327
NC1C(=O)OCC11CO1,-475.062855
OC1C(=N)OCC11CC1,-439.121176
OC1C(=N)OCC11CN1,-455.162112
OC1C(=N)OCC11CO1,-475.041697
OC1C(=O)CCC11CC1,-423.078256
OC1C(=O)CCC11CN1,-439.120058
OC1C(=O)CCC11CO1,-459.000351
OC1C(=O)CNC11CC1,-439.115298
OC1C(=O)COC11CC1,-458.992489
OC1C(=O)NCC11CC1,-439.147175
OC1C(=O)NCC11CN1,-455.18885
OC1C(=O)NCC11CO1,-475.069176
OC1C(=O)OCC11CC1,-459.021396
OC1C(=O)OCC11CN1,-475.062003
OC1C(=O)OCC11CO1,-494.941671
CC1=CCCC(=O)C1O,-423.099433
CC1=CCNC(=O)C1O,-439.169061
CC1=CCOC(=N)C1O,-439.139545
CC1=CCOC(=O)C1N,-439.157585
CC1=CCOC(=O)C1O,-459.039851
CC1C(=N)OCC=C1C,-403.211318
CC1C(=O)CCC=C1C,-387.172675
CC1C(=O)NCC=C1C,-403.242184
CC1C(=O)OCC=C1C,-423.113029
CC1=CCCC(=O)N1C,-403.240943
CN1C(=O)CCN=C1N,-435.360043
CC1=CCNC(=O)N1C,-419.300803
CC1=CCOC(=O)N1C,-439.172416
NC1=NCCC(=O)C1O,-455.202454
CC1C(=N)OCCC1=O,-439.160577
CC1C(=N)OCOC1=N,-455.198786
CC1C(=N)OCOC1=O,-475.105407
CC1C(=O)CCCC1=O,-423.123728
CC1C(=O)CCNC1=O,-439.188961
CC1C(=O)CCOC1=O,-459.06259
CC1C(=O)CNCC1=O,-439.153765
CC1C(=O)OCOC1=O,-495.006294
CN1C(=N)CCCC1=O,-419.304788
CN1C(=N)CCNC1=O,-435.365192
CN1C(=N)CCOC1=O,-455.237809
CN1C(=N)CNCC1=O,-435.342245
CN1C(=N)COCC1=N,-435.3166
CN1C(=N)COCC1=O,-455.218635
CN1C(=N)NCCC1=O,-435.35917
CN1C(=N)OCCC1=O,-455.236837
CN1C(=N)OCOC1=N,-471.267873
CN1C(=N)OCOC1=O,-491.173389
CN1C(=O)CCCC1=O,-439.209843
CN1C(=O)CCNC1=O,-455.270051
CN1C(=O)CCOC1=O,-475.142126
CN1C(=O)CNCC1=O,-455.243201
CN1C(=O)COCC1=O,-475.120394
CN1C(=O)OCOC1=O,-511.07859
NC1C(=N)OCOC1=N,-471.245293
NC1C(=N)OCOC1=O,-491.135821
C1OC(=O)C(C(=O)O1)N,-511.04256
OC1C(=N)OCCC1=O,-475.082457
OC1C(=N)OCOC1=N,-491.123606
OC1C(=N)OCOC1=O,-511.02512
C1CC(=O)C(C(=O)C1)O,-459.045607
OC1C(=O)CCNC1=O,-475.109361
OC1C(=O)CCOC1=O,-494.974057
C1C(=O)C(C(=O)CN1)O,-475.075561
CC1C(C#C)C(C)C1=O,-385.909018
CC1C(C#C)C(O)C1=O,-421.830795
CC1C(C#C)N(C)C1=O,-401.976285
CC1C(C#N)C(C)C1=O,-402.016216
CC1C(C#N)C(O)C1=O,-437.936791
CC1C(C#N)N(C)C1=O,-418.081455
CN1C(C#C)C(O)C1=N,-417.990169
CN1C(C#C)C(O)C1=O,-437.896723
CN1C(C#N)C(N)C1=N,-414.217258
CN1C(C#N)C(N)C1=O,-434.123435
CN1C(C#N)C(O)C1=N,-434.095467
CN1C(C#N)C(O)C1=O,-454.000796
OC1C(C#C)C(O)C1=O,-457.752164
OC1C(C#N)C(O)C1=O,-473.857159
CC1(C#C)C(N)C1C#N,-380.868329
CC1(C#C)C(O)C1C#C,-384.641592
CC1(C#C)C(O)C1C#N,-400.74724
CC1(C#N)C(N)C1C#C,-380.869143
CC1(C#N)C(N)C1C#N,-396.973832
CC1(C#N)C(O)C1C#C,-400.748224
CC1(C#N)C(O)C1C#N,-416.851797
CC1C(C#C)C1(C)C#C,-348.718311
CC1C(C#C)C1(C)C#N,-364.825867
CC1C(C#C)C1(N)C#N,-380.866998
CC1C(C#C)C1(O)C#C,-384.641506
CC1C(C#C)C1(O)C#N,-400.747017
CC1C(C#N)C1(C)C#C,-364.825493
CC1C(C#N)C1(C)C#N,-380.930962
CC1C(C#N)C1(N)C#C,-380.867639
CC1C(C#N)C1(N)C#N,-396.972129
CC1C(C#N)C1(O)C#C,-400.747904
CC1C(C#N)C1(O)C#N,-416.851038
CN1C(C#C)C1(C)C#C,-364.746662
CN1C(C#C)C1(C)C#N,-380.853017
CN1C(C#N)C1(C)C#C,-380.852173
CN1C(C#N)C1(C)C#N,-396.956376
NC1(C#C)C(O)C1C#N,-416.793748
NC1(C#N)C(O)C1C#C,-416.792909
NC1(C#N)C(O)C1C#N,-432.89718
NC1C(C#C)C1(N)C#N,-396.913038
NC1C(C#C)C1(O)C#N,-416.789996
NC1C(C#N)C1(N)C#C,-396.913124
NC1C(C#N)C1(N)C#N,-413.017901
NC1C(C#N)C1(O)C#C,-416.790514
NC1C(C#N)C1(O)C#N,-432.893585
OC1C(C#C)C1(O)C#C,-420.56215
OC1C(C#C)C1(O)C#N,-436.666596
OC1C(C#N)C1(O)C#C,-436.666182
OC1C(C#N)C1(O)C#N,-452.769741
CC1(C=O)C(O)C1C#C,-421.823191
CC1(C=O)C(O)C1C#N,-437.927522
CC1C(C#C)C1(C)C=O,-385.901519
CC1C(C#C)C1(O)C=O,-421.827112
CC1C(C#N)C1(C)C=O,-402.008468
CC1C(C#N)C1(O)C=O,-437.932115
CN1C(C#C)C1(C)C=O,-401.930629
CN1C(C#N)C1(C)C=O,-418.035231
OC1C(C#C)C1(O)C=O,-457.74653
OC1C(C#N)C1(O)C=O,-473.851639
CC1C(C#C)C11CCC1,-349.938411
CC1C(C#C)C11CCO1,-385.860297
CC1C(C#C)C11COC1,-385.85445
CC1C(C#N)C11CCC1,-366.047137
CC1C(C#N)C11CCO1,-401.968398
CC1C(C#N)C11COC1,-401.961806
CN1C(C#C)C11CCC1,-365.97214
CN1C(C#C)C11COC1,-401.887039
CN1C(C#N)C11CCC1,-382.078918
CN1C(C#N)C11COC1,-417.992463
NC1C(C#N)C11CCN1,-398.127625
NC1C(C#N)C11CCO1,-418.008692
NC1C(C#N)C11COC1,-418.00262
OC1C(C#C)C11CCC1,-385.861339
OC1C(C#C)C11CCO1,-421.781514
OC1C(C#C)C11COC1,-421.776299
OC1C(C#N)C11CCC1,-401.968431
OC1C(C#N)C11CCN1,-418.007327
OC1C(C#N)C11CCO1,-437.888256
OC1C(C#N)C11COC1,-437.882127
CC(=O)C1C(O)C1C#C,-421.832331
CC(=O)C1C(O)C1C#N,-437.938027
CC1C(C#C)C1C(C)=O,-385.90507
CC1C(C#C)C1C(N)=O,-401.975076
CC1C(C#C)N1C(C)=O,-401.957544
CC1C(C#C)N1C(N)=O,-418.022329
CC1C(C#N)C1C(C)=O,-402.011827
CC1C(C#N)C1C(N)=O,-418.082163
CC1C(C#N)N1C(C)=O,-418.061792
CC1C(C#N)N1C(N)=O,-434.127164
CN1C(C#C)C1C(C)=O,-401.932973
CN1C(C#C)C1C(N)=O,-418.003323
CN1C(C#N)C1C(C)=O,-418.03771
CN1C(C#N)C1C(N)=O,-434.107363
NC(=O)C1C(O)C1C#C,-437.899113
NC(=O)C1C(O)C1C#N,-454.004664
[NH3+]C1C(C#C)C1C([O-])=O,-437.90295
NC1C(C#N)C1C(N)=O,-434.126527
[NH3+]C1C(C#N)C1C([O-])=O,-454.007392
CC1C(C#C)C1C1CC1,-349.933075
CC1C(C#C)C1C1CO1,-385.851272
CC1C(C#C)C1N1CC1,-365.959702
CC1C(C#C)N1C1CC1,-365.967379
CC1C(C#N)C1C1CC1,-366.041825
CC1C(C#N)C1C1CN1,-382.078252
CC1C(C#N)C1C1CO1,-401.959967
CC1C(C#N)C1N1CC1,-382.075291
CC1C(C#N)N1C1CC1,-382.074252
CN1C(C#C)C1C1CC1,-365.9639
CN1C(C#C)C1C1CN1,-382.002553
CN1C(C#C)C1C1CO1,-401.884081
CN1C(C#N)C1C1CC1,-382.071007
CN1C(C#N)C1C1CN1,-398.108348
CN1C(C#N)C1C1CO1,-417.989658
NC1C(C#N)C1N1CC1,-398.116634
OC1C(C#C)C1C1CC1,-385.85623
OC1C(C#C)C1C1CO1,-421.775577
OC1C(C#C)C1N1CC1,-401.88918
OC1C(C#N)C1C1CC1,-401.963524
OC1C(C#N)C1C1CN1,-418.001339
OC1C(C#N)C1C1CO1,-437.883763
OC1C(C#N)C1N1CC1,-417.997574
CC12CC1C(C#C)C2O,-385.864859
CC12CC1C(C#N)C2O,-401.971706
CC12CN1C(C#C)C2O,-401.902398
CC12CN1C(C#N)C2N,-398.129158
CC12CN1C(C#N)C2O,-418.007304
CC12NC1C(C#C)C2O,-401.905184
CC12NC1C(C#N)C2N,-398.133527
CC12NC1C(C#N)C2O,-418.013396
CC12OC1C(C#C)C2O,-421.78977
CC12OC1C(C#N)C2N,-418.01809
CC12OC1C(C#N)C2O,-437.896738
CC1C(C#C)C2CC12C,-349.936829
CC1C(C#C)C2CC12O,-385.859204
CC1C(C#C)C2NC12C,-365.97619
CC1C(C#C)C2OC12C,-385.862749
CC1C(C#C)N2CC12C,-365.975747
CC1C(C#N)C2CC12C,-366.04584
CC1C(C#N)C2CC12O,-401.967968
CC1C(C#N)C2NC12C,-382.08518
CC1C(C#N)C2OC12C,-401.970685
CC1C(C#N)N2CC12C,-382.082612
CN1C(C#N)C2CC12C,-382.075678
OC1C(C#C)C2CC12O,-421.786817
OC1C(C#N)C2CC12O,-437.893534
CC(=O)C1C(O)C1(C)C,-424.281306
CC(=O)C1C(O)C1(C)O,-460.205199
CC1(C)C([NH3+])C1C([O-])=O,-440.350148
CC1(C)C(O)C1C(N)=O,-440.352639
CC1([NH3+])C(N)C1C([O-])=O,-456.320739
CC1([NH3+])C(O)C1C([O-])=O,-476.211846
CC1(O)C([NH3+])C1C([O-])=O,-476.275233
CC1(O)C(O)C1C(N)=O,-476.276612
CC1C(C(C)=O)C1(C)C,-388.35278
CC1C(C(C)=O)C1(C)O,-424.27773
CC1C(C(N)=O)C1(C)C,-404.423313
CC1C(C(N)=O)C1(C)O,-440.348757
CC1C(C([O-])=O)C1(C)[NH3+],-440.272023
CC1N(C(C)=O)C1(C)C,-404.40738
CC1N(C(N)=O)C1(C)C,-420.472464
CN1C(C(C)=O)C1(C)C,-404.384609
CN1C(C(N)=O)C1(C)C,-420.455798
CC1(C)C(N)C1(N)C#N,-399.357149
CC1(C)C(N)C1(O)C#N,-419.23881
CC1(C)C(O)C1(C)C#C,-387.084709
CC1(C)C(O)C1(C)C#N,-403.193893
CC1(C)C(O)C1(N)C#N,-419.235604
CC1(C)C(O)C1(O)C#C,-423.008238
CC1(C)C(O)C1(O)C#N,-439.113688
CC1(N)C(N)C1(C)C#N,-399.358339
CC1(N)C(N)C1(N)C#N,-415.399546
CC1(N)C(N)C1(O)C#N,-435.282675
CC1(N)C(O)C1(C)C#N,-419.236825
CC1(N)C(O)C1(N)C#N,-435.276294
CC1(N)C(O)C1(O)C#N,-455.157999
CC1(O)C(N)C1(C)C#N,-419.240935
CC1(O)C(N)C1(N)C#N,-435.282275
CC1(O)C(N)C1(O)C#N,-455.163334
CC1(O)C(O)C1(C)C#C,-423.005602
CC1(O)C(O)C1(C)C#N,-439.116164
CC1(O)C(O)C1(N)C#N,-455.161411
CC1(O)C(O)C1(O)C#C,-458.930235
